,track,week,ranking,artist,time,genre,month_entered,day_entered,month_peaked,day_peaked
2252,He Loves U Not,8,27.0,Dream,223,Rock,9,30,12,30
4556,Big Deal,15,27.0,"Rimes, LeAnn",183,Country,10,16,1,1
2659,My Next Thirty Years,9,27.0,"McGraw, Tim",217,Country,10,21,12,16
2978,My Next Thirty Years,10,27.0,"McGraw, Tim",217,Country,10,21,12,16
1332,Then The Morning Comes,5,27.0,Smash Mouth,184,Rock'n'roll,10,30,1,29
6436,Then The Morning Comes,21,27.0,Smash Mouth,184,Rock'n'roll,10,30,1,29
2977,Cowboy Take Me Away,10,27.0,"Dixie Chicks, The",291,Country,11,27,1,29
3296,Cowboy Take Me Away,11,27.0,"Dixie Chicks, The",291,Country,11,27,1,29
3615,Cowboy Take Me Away,12,27.0,"Dixie Chicks, The",291,Country,11,27,1,29
2261,I Wanna Know,8,28.0,Joe,297,Rock'n'roll,1,1,7,1
2580,I Wanna Know,9,28.0,Joe,297,Rock'n'roll,1,1,7,1
2014,Untitled (How Does It Feel),7,28.0,D'Angelo,430,R&B,1,22,2,19
2333,Untitled (How Does It Feel),8,28.0,D'Angelo,430,R&B,1,22,2,19
4246,Forgot About Dre,14,28.0,Dr. Dre,222,Rap,1,22,3,25
1387,I Learned From The Best,5,28.0,"Houston, Whitney",258,Rock,2,19,3,25
2025,I Learned From The Best,7,28.0,"Houston, Whitney",258,Rock,2,19,3,25
4252,Party Up (Up In Here),14,28.0,DMX,225,Rap,2,26,4,22
4571,Party Up (Up In Here),15,28.0,DMX,225,Rap,2,26,4,22
971,Try Again,4,28.0,Aaliyah,243,Rock'n'roll,3,18,6,17
1674,I Wish,6,28.0,"Thomas, Carl",230,Rock,3,25,5,13
2346,Shackles (Praise You),8,28.0,Mary Mary,192,Rock,3,25,5,13
4864,I Wish,16,28.0,"Thomas, Carl",230,Rock,3,25,5,13
6068,Be With You,20,28.0,"Iglesias, Enrique",216,Latin,4,1,6,24
3276,Yes!,11,28.0,"Brock, Chad",202,Country,4,8,7,1
6802,A Puro Dolor (Purest Of Pain),22,28.0,Son By Four,210,Latin,4,8,8,19
4809,Kryptonite,16,28.0,3 Doors Down,233,Rock,4,8,11,11
15336,Kryptonite,49,28.0,3 Doors Down,233,Rock,4,8,11,11
983,I Turn To You,4,28.0,"Aguilera, Christina",240,Rock'n'roll,4,15,7,1
1347,Big Pimpin',5,28.0,Jay-Z,235,Rap,4,22,7,8
3598,Separated,12,28.0,Avant,253,Rock,4,29,5,20
9904,Bent,32,28.0,matchbox twenty,252,Rock,4,29,7,22
1976,Back Here,7,28.0,BBMak,215,Rock,4,29,7,29
2610,Let's Get Married,9,28.0,Jagged Edge,263,Rock,5,6,7,29
7028,It's Gonna Be Me,23,28.0,N'Sync,190,Rock'n'roll,5,6,7,29
14049,With Arms Wide Open,45,28.0,Creed,232,Rock'n'roll,5,13,11,11
2656,What'Chu Like,9,28.0,Da Brat,237,Rap,6,3,8,12
3613,What'Chu Like,12,28.0,Da Brat,237,Rap,6,3,8,12
2331,I Wanna Be With You,8,28.0,"Moore, Mandy",252,Pop,6,17,8,12
114,Crybaby,1,28.0,"Carey, Mariah",319,Rock,6,24,6,24
3610,That's The Way,12,28.0,"Messina, Jo Dee",197,Country,6,24,8,26
4248,That's The Way,14,28.0,"Messina, Jo Dee",197,Country,6,24,8,26
3243,Wonderful,11,28.0,Everclear,270,Rock'n'roll,7,8,9,30
5476,Wonderful,18,28.0,Everclear,270,Rock'n'roll,7,8,9,30
2647,Don't Think I'm Not,9,28.0,Kandi,230,Rock,8,5,10,7
3923,Don't Think I'm Not,13,28.0,Kandi,230,Rock,8,5,10,7
731,Lucky,3,28.0,"Spears, Britney",203,Rock,8,12,9,9
3936,Best Of Intentions,13,28.0,"Tritt, Travis",255,Country,8,19,12,2
4255,Best Of Intentions,14,28.0,"Tritt, Travis",255,Country,8,19,12,2
4574,Best Of Intentions,15,28.0,"Tritt, Travis",255,Country,8,19,12,2
2640,You're A God,9,28.0,Vertical Horizon,225,Rock,8,26,11,4
9935,Higher,32,28.0,Creed,316,Rock'n'roll,9,11,7,22
7994,He Loves U Not,26,28.0,Dream,223,Rock,9,30,12,30
379,She Bangs,2,28.0,"Martin, Ricky",242,Latin,10,7,12,2
5820,Meet Virginia,19,28.0,Train,235,Rock,10,9,1,22
4237,Big Deal,14,28.0,"Rimes, LeAnn",183,Country,10,16,1,1
3297,My Next Thirty Years,11,28.0,"McGraw, Tim",217,Country,10,21,12,16
5480,I Just Wanna Love U (Give It 2 Me),18,28.0,Jay-Z,230,Rap,10,28,12,30
3940,Hanginaround,13,28.0,Counting Crows,247,Rock,11,6,1,29
1931,Breathe,7,28.0,"Hill, Faith",244,Rap,11,6,4,22
2250,Breathe,8,28.0,"Hill, Faith",244,Rap,11,6,4,22
2569,Breathe,9,28.0,"Hill, Faith",244,Rap,11,6,4,22
3596,Shake Your Bon-Bon,12,28.0,"Martin, Ricky",188,Latin,11,20,2,12
649,What A Girl Wants,3,28.0,"Aguilera, Christina",198,Rock'n'roll,11,27,1,15
4801,Thank God I Found You,16,28.0,"Carey, Mariah",254,Rock,12,11,2,19
1711,Falls Apart,6,29.0,Sugar Ray,255,Rock,1,15,2,19
2030,Falls Apart,7,29.0,Sugar Ray,255,Rock,1,15,2,19
11177,Everything You Want,36,29.0,Vertical Horizon,241,Rock'n'roll,1,22,7,15
2329,I Like It,8,29.0,Sammie,249,Rock,1,29,4,15
2967,I Like It,10,29.0,Sammie,249,Rock,1,29,4,15
3286,I Like It,11,29.0,Sammie,249,Rock,1,29,4,15
2936,Otherside,10,29.0,Red Hot Chili Peppers,253,Rock,2,12,5,27
3255,Otherside,11,29.0,Red Hot Chili Peppers,253,Rock,2,12,5,27
3574,Otherside,12,29.0,Red Hot Chili Peppers,253,Rock,2,12,5,27
3893,Otherside,13,29.0,Red Hot Chili Peppers,253,Rock,2,12,5,27
6445,Otherside,21,29.0,Red Hot Chili Peppers,253,Rock,2,12,5,27
755,American Pie,3,29.0,Madonna,270,Rock,2,19,3,4
1074,American Pie,4,29.0,Madonna,270,Rock,2,19,3,4
4219,Only God Knows Why,14,29.0,Kid Rock,327,Rock,2,19,4,15
8634,You Sang To Me,28,29.0,"Anthony, Marc",230,Latin,2,26,6,3
393,Goodbye Earl,2,29.0,"Dixie Chicks, The",259,Country,3,18,5,6
9909,He Wasn't Man Enough,32,29.0,"Braxton, Toni",261,Rock,3,18,5,6
2965,Crash And Burn,10,29.0,Savage Garden,281,Rock,4,8,5,27
2342,Better Off Alone,8,29.0,Alice Deejay,410,Electronica,4,8,6,3
5449,I Turn To You,18,29.0,"Aguilera, Christina",240,Rock'n'roll,4,15,7,1
5768,I Turn To You,19,29.0,"Aguilera, Christina",240,Rock'n'roll,4,15,7,1
2011,Broadway,7,29.0,Goo Goo Dolls,234,Rock,4,22,7,1
2649,Broadway,9,29.0,Goo Goo Dolls,234,Rock,4,22,7,1
3627,Where I Wanna Be,12,29.0,"Jones, Donell",382,Rock,4,22,7,8
4856,Big Pimpin',16,29.0,Jay-Z,235,Rap,4,22,7,8
4236,Separated,14,29.0,Avant,253,Rock,4,29,5,20
653,Bent,3,29.0,matchbox twenty,252,Rock,4,29,7,22
9585,Bent,31,29.0,matchbox twenty,252,Rock,4,29,7,22
2291,Let's Get Married,8,29.0,Jagged Edge,263,Rock,5,6,7,29
6757,Let's Get Married,22,29.0,Jagged Edge,263,Rock,5,6,7,29
5436,With Arms Wide Open,18,29.0,Creed,232,Rock'n'roll,5,13,11,11
1923,Amazed,7,29.0,Lonestar,265,Country,6,5,3,4
2242,Amazed,8,29.0,Lonestar,265,Country,6,5,3,4
1281,Doesn't Really Matter,5,29.0,Janet,257,Rock,6,17,8,26
1038,I Think I'm In Love With You,4,29.0,"Simpson, Jessica",212,Pop,7,1,8,12
4242,Don't Think I'm Not,14,29.0,Kandi,230,Rock,8,5,10,7
961,Come On Over Baby (All I Want Is You),4,29.0,"Aguilera, Christina",218,Rock,8,5,10,14
1688,Lucky,6,29.0,"Spears, Britney",203,Rock,8,12,9,9
7021,Music,23,29.0,Madonna,225,Rock,8,12,9,16
3850,Give Me Just One Night (Una Noche),13,29.0,98¡,204,Rock,8,19,9,30
4829,Bag Lady,16,29.0,"Badu, Erkyah",303,Rock,8,19,10,7
5212,Best Of Intentions,17,29.0,"Tritt, Travis",255,Country,8,19,12,2
2321,You're A God,8,29.0,Vertical Horizon,225,Rock,8,26,11,4
2300,Pinch Me,8,29.0,Barenaked Ladies,226,Rock,9,9,11,25
6413,Gotta Tell You,21,29.0,"Mumba, Samantha",199,Rock'n'roll,9,9,12,9
17910,Higher,57,29.0,Creed,316,Rock'n'roll,9,11,7,22
8294,Independent Women Part I,27,29.0,Destiny's Child,218,Rock,9,23,11,18
3569,She Bangs,12,29.0,"Martin, Ricky",242,Latin,10,7,12,2
3880,Shape Of My Heart,13,29.0,"Backstreet Boys, The",229,Rock'n'roll,10,14,12,2
2991,We Danced,10,29.0,"Paisley, Brad",225,Country,10,14,12,16
2642,Big Deal,9,29.0,"Rimes, LeAnn",183,Country,10,16,1,1
5799,I Just Wanna Love U (Give It 2 Me),19,29.0,Jay-Z,230,Rap,10,28,12,30
3302,Hanginaround,11,29.0,Counting Crows,247,Rock,11,6,1,29
3621,Hanginaround,12,29.0,Counting Crows,247,Rock,11,6,1,29
3628,Where I Wanna Be,12,29.0,"Sheist, Shade",256,Rap,11,11,11,18
2986,My Best Friend,10,29.0,"McGraw, Tim",273,Country,11,27,1,29
3305,My Best Friend,11,29.0,"McGraw, Tim",273,Country,11,27,1,29
362,Blue (Da Ba Dee),2,29.0,Eiffel 65,209,Electronica,12,11,1,29
394,Dancin',2,29.0,Guy,248,R&B,12,18,1,1
1694,Forgot About Dre,6,30.0,Dr. Dre,222,Rap,1,22,3,25
2013,Forgot About Dre,7,30.0,Dr. Dre,222,Rap,1,22,3,25
688,It Feels So Good,3,30.0,Sonique,228,Rock'n'roll,1,22,4,22
2010,I Like It,7,30.0,Sammie,249,Rock,1,29,4,15
2024,Another Dumb Blonde,7,30.0,Hoku,227,Pop,2,19,4,8
1312,I Try,5,30.0,"Gray, Macy",232,Rock'n'roll,2,19,5,20
1297,You Sang To Me,5,30.0,"Anthony, Marc",230,Latin,2,26,6,3
2984,Shackles (Praise You),10,30.0,Mary Mary,192,Rock,3,25,5,13
5181,Swear It Again,17,30.0,Westlife,247,Rock,4,1,7,1
2980,Better Off Alone,10,30.0,Alice Deejay,410,Electronica,4,8,6,3
5207,A Puro Dolor (Purest Of Pain),17,30.0,Son By Four,210,Latin,4,8,8,19
7121,A Puro Dolor (Purest Of Pain),23,30.0,Son By Four,210,Latin,4,8,8,19
664,I Turn To You,3,30.0,"Aguilera, Christina",240,Rock'n'roll,4,15,7,1
727,Separated,3,30.0,Avant,253,Rock,4,29,5,20
1684,Separated,6,30.0,Avant,253,Rock,4,29,5,20
10542,Bent,34,30.0,matchbox twenty,252,Rock,4,29,7,22
8037,Back Here,26,30.0,BBMak,215,Rock,4,29,7,29
2599,(Hot S**t) Country Grammar,9,30.0,Nelly,257,Rap,4,29,9,16
3556,(Hot S**t) Country Grammar,12,30.0,Nelly,257,Rap,4,29,9,16
4178,The Real Slim Shady,14,30.0,Eminem,282,Rap,5,6,6,24
7377,Absolutely (Story Of A Girl),24,30.0,Nine Days,189,Rock,5,6,7,22
9274,Jumpin' Jumpin',30,30.0,Destiny's Child,228,Rock,5,13,8,19
6450,Desert Rose,21,30.0,Sting,232,Rock,5,13,8,26
1717,The One,6,30.0,"Backstreet Boys, The",226,Rock,5,27,7,1
7392,I Need You,24,30.0,"Rimes, LeAnn",222,Country,5,27,8,12
3311,What About Now,11,30.0,Lonestar,210,Country,6,10,8,19
3630,What About Now,12,30.0,Lonestar,210,Country,6,10,8,19
962,Doesn't Really Matter,4,30.0,Janet,257,Rock,6,17,8,26
2334,That's The Way,8,30.0,"Messina, Jo Dee",197,Country,6,24,8,26
3929,That's The Way,13,30.0,"Messina, Jo Dee",197,Country,6,24,8,26
5189,Faded,17,30.0,SoulDecision,205,Rock'n'roll,7,8,9,9
6475,Don't Think I'm Not,21,30.0,Kandi,230,Rock,8,5,10,7
2007,Lucky,7,30.0,"Spears, Britney",203,Rock,8,12,9,9
5484,Shake Ya Ass,18,30.0,Mystikal,286,Rap,8,12,10,28
2002,You're A God,7,30.0,Vertical Horizon,225,Rock,8,26,11,4
5158,Between Me And You,17,30.0,Ja Rule,245,Rap,9,16,11,18
5477,Between Me And You,18,30.0,Ja Rule,245,Rap,9,16,11,18
6736,This I Promise You,22,30.0,N'Sync,263,Rock,9,30,12,2
7055,This I Promise You,23,30.0,N'Sync,263,Rock,9,30,12,2
2634,What's Your Fantasy,9,30.0,Ludacris,256,Rap,9,30,12,16
6139,Meet Virginia,20,30.0,Train,235,Rock,10,9,1,22
3918,Big Deal,13,30.0,"Rimes, LeAnn",183,Country,10,16,1,1
2625,Learn To Fly,9,30.0,Foo Fighters,235,Rock,10,16,1,22
5496,Learn To Fly,18,30.0,Foo Fighters,235,Rock,10,16,1,22
8934,I Knew I Loved You,29,30.0,Savage Garden,247,Rock,10,23,1,29
9599,Get It On.. Tonite,31,30.0,"Jordan, Montell",274,Rap,10,23,2,12
6118,I Just Wanna Love U (Give It 2 Me),20,30.0,Jay-Z,230,Rap,10,28,12,30
3207,Breathe,11,30.0,"Hill, Faith",244,Rap,11,6,4,22
13734,Breathe,44,30.0,"Hill, Faith",244,Rap,11,6,4,22
1955,That's The Way It Is,7,30.0,"Dion, Celine",243,Rock,11,13,3,4
2274,That's The Way It Is,8,30.0,"Dion, Celine",243,Rock,11,13,3,4
6096,Hot Boyz,20,30.0,"Elliott, Missy ""Misdemeanor""",231,Rap,11,27,1,8
6391,What A Girl Wants,21,30.0,"Aguilera, Christina",198,Rock'n'roll,11,27,1,15
2652,Untitled (How Does It Feel),9,31.0,D'Angelo,430,R&B,1,22,2,19
2332,Forgot About Dre,8,31.0,Dr. Dre,222,Rap,1,22,3,25
6749,It Feels So Good,22,31.0,Sonique,228,Rock'n'roll,1,22,4,22
1926,Everything You Want,7,31.0,Vertical Horizon,241,Rock'n'roll,1,22,7,15
3313,How Do You Like Me Now?!,11,31.0,"Keith, Toby",209,Country,1,29,4,8
3632,How Do You Like Me Now?!,12,31.0,"Keith, Toby",209,Country,1,29,4,8
3952,The Best Day,13,31.0,"Strait, George",204,Country,1,29,4,22
8000,Thong Song,26,31.0,Sisqo,245,Rock'n'roll,1,29,5,20
3303,Shackles (Praise You),11,31.0,Mary Mary,192,Rock,3,25,5,13
1689,Crash And Burn,6,31.0,Savage Garden,281,Rock,4,8,5,27
2957,Yes!,10,31.0,"Brock, Chad",202,Country,4,8,7,1
4552,Yes!,15,31.0,"Brock, Chad",202,Country,4,8,7,1
6483,A Puro Dolor (Purest Of Pain),21,31.0,Son By Four,210,Latin,4,8,8,19
1664,Wobble Wobble,6,31.0,504 Boyz,215,Rap,4,15,5,6
1692,Broadway,6,31.0,Goo Goo Dolls,234,Rock,4,22,7,1
4874,Separated,16,31.0,Avant,253,Rock,4,29,5,20
5193,Separated,17,31.0,Avant,253,Rock,4,29,5,20
1398,The One,5,31.0,"Backstreet Boys, The",226,Rock,5,27,7,1
1643,Wifey,6,31.0,Next,243,Rock'n'roll,5,27,9,9
2975,What'Chu Like,10,31.0,Da Brat,237,Rap,6,3,8,12
18192,Amazed,58,31.0,Lonestar,265,Country,6,5,3,4
2012,I Wanna Be With You,7,31.0,"Moore, Mandy",252,Pop,6,17,8,12
7345,Incomplete,24,31.0,Sisqo,232,Rock'n'roll,6,24,8,12
3291,That's The Way,11,31.0,"Messina, Jo Dee",197,Country,6,24,8,26
4551,Faded,15,31.0,SoulDecision,205,Rock'n'roll,7,8,9,9
4870,Faded,16,31.0,SoulDecision,205,Rock'n'roll,7,8,9,9
5827,Faded,19,31.0,SoulDecision,205,Rock'n'roll,7,8,9,9
4880,Don't Think I'm Not,16,31.0,Kandi,230,Rock,8,5,10,7
5199,Don't Think I'm Not,17,31.0,Kandi,230,Rock,8,5,10,7
1613,Case Of The Ex (Whatcha Gonna Do),6,31.0,Mya,230,Rock'n'roll,8,19,12,2
3617,Best Of Intentions,12,31.0,"Tritt, Travis",255,Country,8,19,12,2
5531,Best Of Intentions,18,31.0,"Tritt, Travis",255,Country,8,19,12,2
1683,You're A God,6,31.0,Vertical Horizon,225,Rock,8,26,11,4
8613,Independent Women Part I,28,31.0,Destiny's Child,218,Rock,9,23,11,18
356,This I Promise You,2,31.0,N'Sync,263,Rock,9,30,12,2
3634,Without You,12,31.0,"Dixie Chicks, The",212,Country,10,7,12,23
2324,Stay The Night,8,31.0,IMx,217,Rap,10,9,1,8
4837,Shape Of My Heart,16,31.0,"Backstreet Boys, The",229,Rock'n'roll,10,14,12,2
3635,Just Friends (Sunny),12,31.0,Musiq,242,Rap,10,14,12,30
5194,Big Deal,17,31.0,"Rimes, LeAnn",183,Country,10,16,1,1
2340,My Next Thirty Years,8,31.0,"McGraw, Tim",217,Country,10,21,12,16
959,I Knew I Loved You,4,31.0,Savage Garden,247,Rock,10,23,1,29
4274,What Do You Say,14,31.0,"McEntire, Reba",206,Country,10,30,1,29
6755,Then The Morning Comes,22,31.0,Smash Mouth,184,Rock'n'roll,10,30,1,29
2973,My First Love,10,31.0,Avant,268,Rock'n'roll,11,4,12,16
3611,My First Love,12,31.0,Avant,268,Rock'n'roll,11,4,12,16
14053,Breathe,45,31.0,"Hill, Faith",244,Rap,11,6,4,22
14372,Breathe,46,31.0,"Hill, Faith",244,Rap,11,6,4,22
8016,That's The Way It Is,26,31.0,"Dion, Celine",243,Rock,11,13,3,4
2658,Cowboy Take Me Away,9,31.0,"Dixie Chicks, The",291,Country,11,27,1,29
3934,Cowboy Take Me Away,13,31.0,"Dixie Chicks, The",291,Country,11,27,1,29
4262,My Best Friend,14,31.0,"McGraw, Tim",273,Country,11,27,1,29
2292,Take A Picture,8,31.0,Filter,263,Rock,11,27,2,5
5801,Take A Picture,19,31.0,Filter,263,Rock,11,27,2,5
6419,Show Me The Meaning Of Being Lonely,21,32.0,"Backstreet Boys, The",234,Rock,1,1,3,18
1942,I Wanna Know,7,32.0,Joe,297,Rock'n'roll,1,1,7,1
13426,I Wanna Know,43,32.0,Joe,297,Rock'n'roll,1,1,7,1
2349,Falls Apart,8,32.0,Sugar Ray,255,Rock,1,15,2,19
2668,Falls Apart,9,32.0,Sugar Ray,255,Rock,1,15,2,19
383,Never Let You Go,2,32.0,Third Eye Blind,237,Rock,1,22,4,1
2994,How Do You Like Me Now?!,10,32.0,"Keith, Toby",209,Country,1,29,4,8
2617,Otherside,9,32.0,Red Hot Chili Peppers,253,Rock,2,12,5,27
1712,American Pie,6,32.0,Madonna,270,Rock,2,19,3,4
4538,Only God Knows Why,15,32.0,Kid Rock,327,Rock,2,19,4,15
2338,Party Up (Up In Here),8,32.0,DMX,225,Rap,2,26,4,22
1355,I Wish,5,32.0,"Thomas, Carl",230,Rock,3,25,5,13
3267,Swear It Again,11,32.0,Westlife,247,Rock,4,1,7,1
2638,Yes!,9,32.0,"Brock, Chad",202,Country,4,8,7,1
4888,A Puro Dolor (Purest Of Pain),16,32.0,Son By Four,210,Latin,4,8,8,19
5526,A Puro Dolor (Purest Of Pain),18,32.0,Son By Four,210,Latin,4,8,8,19
7440,A Puro Dolor (Purest Of Pain),24,32.0,Son By Four,210,Latin,4,8,8,19
408,Separated,2,32.0,Avant,253,Rock,4,29,5,20
2322,Separated,8,32.0,Avant,253,Rock,4,29,5,20
2641,Separated,9,32.0,Avant,253,Rock,4,29,5,20
350,The Real Slim Shady,2,32.0,Eminem,282,Rap,5,6,6,24
6769,Desert Rose,22,32.0,Sting,232,Rock,5,13,8,26
2006,The Next Episode,7,32.0,Dr. Dre,158,Rap,5,27,7,29
3920,The Next Episode,13,32.0,Dr. Dre,158,Rap,5,27,7,29
4239,The Next Episode,14,32.0,Dr. Dre,158,Rap,5,27,7,29
2561,Amazed,9,32.0,Lonestar,265,Country,6,5,3,4
4156,Amazed,14,32.0,Lonestar,265,Country,6,5,3,4
18511,Amazed,59,32.0,Lonestar,265,Country,6,5,3,4
3001,I Will Love Again,10,32.0,"Fabian, Lara",223,Pop,6,10,8,12
7664,Incomplete,25,32.0,Sisqo,232,Rock'n'roll,6,24,8,12
4567,That's The Way,15,32.0,"Messina, Jo Dee",197,Country,6,24,8,26
1723,Just Be A Man About It,6,32.0,"Braxton, Toni",250,Rock,7,29,9,2
2042,Just Be A Man About It,7,32.0,"Braxton, Toni",250,Rock,7,29,9,2
4235,You're A God,14,32.0,Vertical Horizon,225,Rock,8,26,11,4
4554,You're A God,15,32.0,Vertical Horizon,225,Rock,8,26,11,4
18229,Higher,58,32.0,Creed,316,Rock'n'roll,9,11,7,22
385,Liar,2,32.0,Profyle,237,R&B,9,16,10,28
2315,What's Your Fantasy,8,32.0,Ludacris,256,Rap,9,30,12,16
5824,What's Your Fantasy,19,32.0,Ludacris,256,Rap,9,30,12,16
1933,He Loves U Not,7,32.0,Dream,223,Rock,9,30,12,30
2311,Meet Virginia,8,32.0,Train,235,Rock,10,9,1,22
6458,Meet Virginia,21,32.0,Train,235,Rock,10,9,1,22
3316,Just Friends (Sunny),11,32.0,Musiq,242,Rap,10,14,12,30
2306,Learn To Fly,8,32.0,Foo Fighters,235,Rock,10,16,1,22
8647,Bring It All To Me,28,32.0,Blaque,226,Pop,10,23,1,22
3292,My First Love,11,32.0,Avant,268,Rock'n'roll,11,4,12,16
2983,Hanginaround,10,32.0,Counting Crows,247,Rock,11,6,1,29
4259,Hanginaround,14,32.0,Counting Crows,247,Rock,11,6,1,29
3943,My Best Friend,13,32.0,"McGraw, Tim",273,Country,11,27,1,29
2362,Rhythm Divine,8,32.0,"Iglesias, Enrique",455,Latin,12,4,1,22
387,He Can't Love U,2,32.0,Jagged Edge,210,Rock,12,11,1,8
4509,Blue (Da Ba Dee),15,32.0,Eiffel 65,209,Electronica,12,11,1,29
1623,I Wanna Know,6,33.0,Joe,297,Rock'n'roll,1,1,7,1
6125,Never Let You Go,20,33.0,Third Eye Blind,237,Rock,1,22,4,1
1607,Everything You Want,6,33.0,Vertical Horizon,241,Rock'n'roll,1,22,7,15
2615,From The Bottom Of My Broken Heart,9,33.0,"Spears, Britney",270,Rock,1,29,2,26
1691,I Like It,6,33.0,Sammie,249,Rock,1,29,4,15
3314,The Best Day,11,33.0,"Strait, George",204,Country,1,29,4,22
3633,The Best Day,12,33.0,"Strait, George",204,Country,1,29,4,22
4271,The Best Day,14,33.0,"Strait, George",204,Country,1,29,4,22
1393,American Pie,5,33.0,Madonna,270,Rock,2,19,3,4
4890,Party Up (Up In Here),16,33.0,DMX,225,Rap,2,26,4,22
9272,You Sang To Me,30,33.0,"Anthony, Marc",230,Latin,2,26,6,3
8339,There U Go,27,33.0,Pink,203,Rock,3,4,4,8
10547,He Wasn't Man Enough,34,33.0,"Braxton, Toni",261,Rock,3,18,5,6
9265,Try Again,30,33.0,Aaliyah,243,Rock'n'roll,3,18,6,17
2665,Shackles (Praise You),9,33.0,Mary Mary,192,Rock,3,25,5,13
5500,Swear It Again,18,33.0,Westlife,247,Rock,4,1,7,1
1370,Crash And Burn,5,33.0,Savage Garden,281,Rock,4,8,5,27
2319,Yes!,8,33.0,"Brock, Chad",202,Country,4,8,7,1
15655,Kryptonite,50,33.0,3 Doors Down,233,Rock,4,8,11,11
3606,Broadway,12,33.0,Goo Goo Dolls,234,Rock,4,22,7,1
1028,Big Pimpin',4,33.0,Jay-Z,235,Rap,4,22,7,8
3308,Where I Wanna Be,11,33.0,"Jones, Donell",382,Rock,4,22,7,8
5494,Big Pimpin',18,33.0,Jay-Z,235,Rap,4,22,7,8
5512,Separated,18,33.0,Avant,253,Rock,4,29,5,20
10861,Bent,35,33.0,matchbox twenty,252,Rock,4,29,7,22
9617,(Hot S**t) Country Grammar,31,33.0,Nelly,257,Rap,4,29,9,16
1972,Let's Get Married,7,33.0,Jagged Edge,263,Rock,5,6,7,29
2337,What'Chu Like,8,33.0,Da Brat,237,Rap,6,3,8,12
1604,Amazed,6,33.0,Lonestar,265,Country,6,5,3,4
4475,Amazed,15,33.0,Lonestar,265,Country,6,5,3,4
7694,No More,25,33.0,Ruff Endz,236,Rock,7,1,9,2
1329,Wonderful,5,33.0,Everclear,270,Rock'n'roll,7,8,9,30
1997,Callin' Me,7,33.0,Lil' Zane,223,Rap,7,29,9,2
2328,Don't Think I'm Not,8,33.0,Kandi,230,Rock,8,5,10,7
2364,It's My Life,8,33.0,Bon Jovi,224,Rock,8,12,9,30
3298,Best Of Intentions,11,33.0,"Tritt, Travis",255,Country,8,19,12,2
1981,Pinch Me,7,33.0,Barenaked Ladies,226,Rock,9,9,11,25
2937,Liar,10,33.0,Profyle,237,R&B,9,16,10,28
957,Independent Women Part I,4,33.0,Destiny's Child,218,Rock,9,23,11,18
1996,What's Your Fantasy,7,33.0,Ludacris,256,Rap,9,30,12,16
3953,Without You,13,33.0,"Dixie Chicks, The",212,Country,10,7,12,23
3935,My Next Thirty Years,13,33.0,"McGraw, Tim",217,Country,10,21,12,16
4254,My Next Thirty Years,14,33.0,"McGraw, Tim",217,Country,10,21,12,16
3955,What Do You Say,13,33.0,"McEntire, Reba",206,Country,10,30,1,29
7074,Then The Morning Comes,23,33.0,Smash Mouth,184,Rock'n'roll,10,30,1,29
1697,My First Love,6,33.0,Avant,268,Rock'n'roll,11,4,12,16
3309,Where I Wanna Be,11,33.0,"Sheist, Shade",256,Rap,11,11,11,18
4234,Shake Your Bon-Bon,14,33.0,"Martin, Ricky",188,Latin,11,20,2,12
3624,My Best Friend,12,33.0,"McGraw, Tim",273,Country,11,27,1,29
2043,Rhythm Divine,7,33.0,"Iglesias, Enrique",455,Latin,12,4,1,22
6422,All The Small Things,21,33.0,Blink-182,172,Rock,12,4,2,19
4215,He Can't Love U,14,33.0,Jagged Edge,210,Rock,12,11,1,8
6738,Show Me The Meaning Of Being Lonely,22,34.0,"Backstreet Boys, The",234,Rock,1,1,3,18
2049,Love Is Blind,7,34.0,Eve,231,Rap,1,8,2,19
1392,Falls Apart,5,34.0,Sugar Ray,255,Rock,1,15,2,19
4565,Forgot About Dre,15,34.0,Dr. Dre,222,Rap,1,22,3,25
6729,Bye Bye Bye,22,34.0,N'Sync,195,Rock'n'roll,1,29,4,15
2995,The Best Day,10,34.0,"Strait, George",204,Country,1,29,4,22
1067,Another Dumb Blonde,4,34.0,Hoku,227,Pop,2,19,4,8
1386,Another Dumb Blonde,5,34.0,Hoku,227,Pop,2,19,4,8
1705,Another Dumb Blonde,6,34.0,Hoku,227,Pop,2,19,4,8
7692,I Try,25,34.0,"Gray, Macy",232,Rock'n'roll,2,19,5,20
10866,He Wasn't Man Enough,35,34.0,"Braxton, Toni",261,Rock,3,18,5,6
2027,Shackles (Praise You),7,34.0,Mary Mary,192,Rock,3,25,5,13
645,Be With You,3,34.0,"Iglesias, Enrique",216,Latin,4,1,6,24
3284,Crash And Burn,11,34.0,Savage Garden,281,Rock,4,8,5,27
2023,Better Off Alone,7,34.0,Alice Deejay,410,Electronica,4,8,6,3
388,Wobble Wobble,2,34.0,504 Boyz,215,Rap,4,15,5,6
4265,Where I Wanna Be,14,34.0,"Jones, Donell",382,Rock,4,22,7,8
4584,Where I Wanna Be,15,34.0,"Jones, Donell",382,Rock,4,22,7,8
1657,Back Here,6,34.0,BBMak,215,Rock,4,29,7,29
1635,Absolutely (Story Of A Girl),6,34.0,Nine Days,189,Rock,5,6,7,22
2992,What About Now,10,34.0,Lonestar,210,Country,6,10,8,19
