	critics	date	rating	rating1	rating_count	subtext	tconst	time	title	user
195	286 critic	"21 August 2014 (Argentina)

"	"[<meta content=""R"" itemprop=""contentRating""/>]"	"
8.1/10 "	88,073	"
R
| 
                        2h 2min
                    
|
Comedy, 
Drama, 
Thriller
|
21 August 2014 (Argentina)

 "	tt3011894	"
                        2h 2min
                    "	Relatos salvajes (2014) 	131 user
196	115 critic	"26 December 1959 (UK)

"	"[<meta content=""G"" itemprop=""contentRating""/>]"	"
8.1/10 "	159,195	"
G
| 
                        3h 32min
                    
|
Adventure, 
Drama, 
History
|
26 December 1959 (UK)

 "	tt0052618	"
                        3h 32min
                    "	Ben-Hur (1959) 	372 user
197	159 critic	"1 May 1958 (UK)

"	"[<meta content=""PG-13"" itemprop=""contentRating""/>]"	"
8.1/10 "	72,539	"
PG-13
| 
                        1h 35min
                    
|
Crime, 
Drama, 
Film-Noir
|
1 May 1958 (UK)

 "	tt0052311	"
                        1h 35min
                    "	Touch of Evil (1958) 	269 user
198	84 critic	"12 March 2010 (UK)

"	"[<meta content=""G"" itemprop=""contentRating""/>]"	"
8.1/10 "	153,520	"
G
| 
                        1h 33min
                    
|
Drama, 
Family
|
12 March 2010 (UK)

 "	tt1028532	"
                        1h 33min
                    "	Hachi: A Dog's Tale (2009) 	303 user
199	308 critic	"11 June 1993 (USA)

"	"[<meta content=""PG-13"" itemprop=""contentRating""/>]"	"
8.1/10 "	609,000	"
PG-13
| 
                        2h 7min
                    
|
Adventure, 
Sci-Fi, 
Thriller
|
11 June 1993 (USA)

 "	tt0107290	"
                        2h 7min
                    "	Jurassic Park (1993) 	892 user
200	99 critic	"11 March 1984 (Japan)

"	"[<meta content=""PG"" itemprop=""contentRating""/>]"	"
8.1/10 "	95,559	"
PG
| 
                        1h 57min
                    
|
Animation, 
Adventure, 
Fantasy
|
11 March 1984 (Japan)

 "	tt0087544	"
                        1h 57min
                    "	Nausicaä of the Valley of the Wind (1984) 	181 user
201	83 critic	"15 March 1940 (USA)

"	"[<meta content=""NOT RATED"" itemprop=""contentRating""/>]"	"
8.1/10 "	62,796	"
Not Rated
| 
                        2h 9min
                    
|
Drama
|
15 March 1940 (USA)

 "	tt0032551	"
                        2h 9min
                    "	The Grapes of Wrath (1940) 	296 user
202	154 critic	"20 April 1977 (USA)

"	"[<meta content=""PG"" itemprop=""contentRating""/>]"	"
8.1/10 "	191,692	"
PG
| 
                        1h 33min
                    
|
Comedy, 
Romance
|
20 April 1977 (USA)

 "	tt0075686	"
                        1h 33min
                    "	Annie Hall (1977) 	491 user
203	576 critic	"12 February 2016 (USA)

"	"[<meta content=""R"" itemprop=""contentRating""/>]"	"
8.1/10 "	458,960	"
R
| 
                        1h 48min
                    
|
Action, 
Adventure, 
Comedy
|
12 February 2016 (USA)

 "	tt1431045	"
                        1h 48min
                    "	Deadpool (2016) 	1,041 user
204	108 critic	"17 April 1980 (Netherlands)

"	"[<meta content=""NOT RATED"" itemprop=""contentRating""/>]"	"
8.1/10 "	67,947	"
Not Rated
| 
                        2h 43min
                    
|
Drama, 
Mystery, 
Sci-Fi
|
17 April 1980 (Netherlands)

 "	tt0079944	"
                        2h 43min
                    "	Stalker (1979) 	295 user
205	120 critic	"27 January 1995 (USA)

"	"[<meta content=""R"" itemprop=""contentRating""/>]"	"
8.1/10 "	181,888	"
R
| 
                        1h 45min
                    
|
Drama, 
Romance
|
27 January 1995 (USA)

 "	tt0112471	"
                        1h 45min
                    "	Before Sunrise (1995) 	395 user
206	95 critic	"25 February 1983 (USA)

"	"[<meta content=""PG"" itemprop=""contentRating""/>]"	"
8.1/10 "	170,768	"
PG
| 
                        3h 11min
                    
|
Biography, 
Drama, 
History
|
25 February 1983 (USA)

 "	tt0083987	"
                        3h 11min
                    "	Gandhi (1982) 	256 user
207	325 critic	"3 August 2007 (USA)

"	"[<meta content=""PG-13"" itemprop=""contentRating""/>]"	"
8.1/10 "	485,116	"
PG-13
| 
                        1h 55min
                    
|
Action, 
Mystery, 
Thriller
|
3 August 2007 (USA)

 "	tt0440963	"
                        1h 55min
                    "	The Bourne Ultimatum (2007) 	816 user
208	213 critic	"5 June 1998 (USA)

"	"[<meta content=""PG"" itemprop=""contentRating""/>]"	"
8.1/10 "	663,495	"
PG
| 
                        1h 43min
                    
|
Comedy, 
Drama, 
Sci-Fi
|
5 June 1998 (USA)

 "	tt0120382	"
                        1h 43min
                    "	The Truman Show (1998) 	875 user
209	109 critic	"21 November 1955 (USA)

"	"[<meta content=""UNRATED"" itemprop=""contentRating""/>]"	"
8.1/10 "	41,797	"
Unrated
| 
                        1h 56min
                    
|
Drama, 
Horror, 
Mystery
|
21 November 1955 (USA)

 "	tt0046911	"
                        1h 56min
                    "	Diabolique (1955) 	150 user
210	146 critic	"2 May 2003 (South Korea)

"	"[<meta content=""UNRATED"" itemprop=""contentRating""/>]"	"
8.1/10 "	66,195	"
Unrated
| 
                        2h 12min
                    
|
Crime, 
Drama, 
Mystery
|
2 May 2003 (South Korea)

 "	tt0353969	"
                        2h 12min
                    "	Memories of Murder (2003) 	134 user
211	283 critic	"26 October 2001 (USA)

"	"[<meta content=""R"" itemprop=""contentRating""/>]"	"
8.1/10 "	577,638	"
R
| 
                        1h 53min
                    
|
Drama, 
Sci-Fi, 
Thriller
|
26 October 2001 (USA)

 "	tt0246578	"
                        1h 53min
                    "	Donnie Darko (2001) 	2,102 user
212	141 critic	"3 December 1976 (USA)

"	"[<meta content=""PG"" itemprop=""contentRating""/>]"	"
8.1/10 "	372,702	"
PG
| 
                        2h
                    
|
Drama, 
Sport
|
3 December 1976 (USA)

 "	tt0075148	"
                        2h
                    "	Rocky (1976) 	540 user
213	555 critic	"8 January 2016 (USA)

"	"[<meta content=""R"" itemprop=""contentRating""/>]"	"
8.1/10 "	394,479	"
R
| 
                        2h 36min
                    
|
Adventure, 
Drama, 
Thriller
|
8 January 2016 (USA)

 "	tt1663202	"
                        2h 36min
                    "	The Revenant (2015) 	1,177 user
214	100 critic	"25 June 1963 (USA)

"	"[<meta content=""NOT RATED"" itemprop=""contentRating""/>]"	"
8.1/10 "	78,137	"
Not Rated
| 
                        2h 18min
                    
|
Drama, 
Fantasy
|
25 June 1963 (USA)

 "	tt0056801	"
                        2h 18min
                    "	8½ (1963) 	220 user
215	212 critic	"25 August 1939 (USA)

"	"[<meta content=""PASSED"" itemprop=""contentRating""/>]"	"
8.1/10 "	290,364	"
Passed
| 
                        1h 42min
                    
|
Adventure, 
Family, 
Fantasy
|
25 August 1939 (USA)

 "	tt0032138	"
                        1h 42min
                    "	The Wizard of Oz (1939) 	533 user
216	250 critic	"2 November 2001 (USA)

"	"[<meta content=""G"" itemprop=""contentRating""/>]"	"
8.1/10 "	581,221	"
G
| 
                        1h 32min
                    
|
Animation, 
Adventure, 
Comedy
|
2 November 2001 (USA)

 "	tt0198781	"
                        1h 32min
                    "	Monsters, Inc. (2001) 	589 user
217	467 critic	"15 July 2011 (USA)

"	"[<meta content=""PG-13"" itemprop=""contentRating""/>]"	"
8.1/10 "	538,692	"
PG-13
| 
                        2h 10min
                    
|
Adventure, 
Drama, 
Fantasy
|
15 July 2011 (USA)

 "	tt1201607	"
                        2h 10min
                    "	Harry Potter and the Deathly Hallows: Part 2 (2011) 	807 user
218	230 critic	"26 October 1984 (USA)

"	"[<meta content=""R"" itemprop=""contentRating""/>]"	"
8.1/10 "	596,664	"
R
| 
                        1h 47min
                    
|
Action, 
Sci-Fi
|
26 October 1984 (USA)

 "	tt0088247	"
                        1h 47min
                    "	The Terminator (1984) 	689 user
219	143 critic	"5 January 1996 (USA)

"	"[<meta content=""R"" itemprop=""contentRating""/>]"	"
8.1/10 "	460,411	"
R
| 
                        2h 9min
                    
|
Mystery, 
Sci-Fi, 
Thriller
|
5 January 1996 (USA)

 "	tt0114746	"
                        2h 9min
                    "	Twelve Monkeys (1995) 	538 user
220	97 critic	"17 June 1947 (Argentina)

"	"[<meta content=""NOT RATED"" itemprop=""contentRating""/>]"	"
8.1/10 "	40,158	"
Not Rated
| 
                        2h 52min
                    
|
Drama, 
Romance, 
War
|
17 June 1947 (Argentina)

 "	tt0036868	"
                        2h 52min
                    "	The Best Years of Our Lives (1946) 	235 user
221	147 critic	"12 February 1993 (USA)

"	"[<meta content=""PG"" itemprop=""contentRating""/>]"	"
8.1/10 "	434,731	"
PG
| 
                        1h 41min
                    
|
Comedy, 
Fantasy, 
Romance
|
12 February 1993 (USA)

 "	tt0107048	"
                        1h 41min
                    "	Groundhog Day (1993) 	609 user
222	374 critic	"1 April 2005 (USA)

"	"[<meta content=""R"" itemprop=""contentRating""/>]"	"
8.1/10 "	654,033	"
R
| 
                        2h 4min
                    
|
Crime, 
Thriller
|
1 April 2005 (USA)

 "	tt0401792	"
                        2h 4min
                    "	Sin City (2005) 	1,731 user
223	131 critic	"30 June 1951 (USA)

"	"[<meta content=""PG"" itemprop=""contentRating""/>]"	"
8.1/10 "	95,733	"
PG
| 
                        1h 41min
                    
|
Crime, 
Film-Noir, 
Thriller
|
30 June 1951 (USA)

 "	tt0044079	"
                        1h 41min
                    "	Strangers on a Train (1951) 	263 user
224	166 critic	"12 December 2002 (Hong Kong)

"	"[<meta content=""R"" itemprop=""contentRating""/>]"	"
8.1/10 "	91,279	"
R
| 
                        1h 41min
                    
|
Crime, 
Drama, 
Mystery
|
12 December 2002 (Hong Kong)

 "	tt0338564	"
                        1h 41min
                    "	Infernal Affairs (2002) 	188 user
225	92 critic	"14 June 1950 (USA)

"	"[<meta content=""NOT RATED"" itemprop=""contentRating""/>]"	"
8.2/10 "	26,017	"
Not Rated
| 
                        1h 46min
                    
|
Comedy, 
Crime
|
14 June 1950 (USA)

 "	tt0041546	"
                        1h 46min
                    "	Kind Hearts and Coronets (1949) 	124 user
226	381 critic	"20 June 1975 (USA)

"	"[<meta content=""PG"" itemprop=""contentRating""/>]"	"
8.0/10 "	409,982	"
PG
| 
                        2h 4min
                    
|
Adventure, 
Drama, 
Thriller
|
20 June 1975 (USA)

 "	tt0073195	"
                        2h 4min
                    "	Jaws (1975) 	957 user
227	109 critic	"23 February 1996 (USA)

"	"[<meta content=""NOT RATED"" itemprop=""contentRating""/>]"	"
8.1/10 "	102,821	"
Not Rated
| 
                        1h 38min
                    
|
Crime, 
Drama
|
23 February 1996 (USA)

 "	tt0113247	"
                        1h 38min
                    "	La Haine (1995) 	165 user
228	454 critic	"20 September 2013 (USA)

"	"[<meta content=""R"" itemprop=""contentRating""/>]"	"
8.1/10 "	380,314	"
R
| 
                        2h 33min
                    
|
Crime, 
Drama, 
Mystery
|
20 September 2013 (USA)

 "	tt1392214	"
                        2h 33min
                    "	Prisoners (2013) 	619 user
229	119 critic	"18 December 1975 (USA)

"	"[<meta content=""PG"" itemprop=""contentRating""/>]"	"
8.1/10 "	100,834	"
PG
| 
                        3h 4min
                    
|
Adventure, 
Drama, 
History
|
18 December 1975 (USA)

 "	tt0072684	"
                        3h 4min
                    "	Barry Lyndon (1975) 	368 user
230	131 critic	"20 September 1967 (USA)

"	"[<meta content=""NOT RATED"" itemprop=""contentRating""/>]"	"
8.1/10 "	36,969	"
Not Rated
| 
                        2h 1min
                    
|
Drama, 
War
|
20 September 1967 (USA)

 "	tt0058946	"
                        2h 1min
                    "	The Battle of Algiers (1966) 	243 user
231	112 critic	"21 September 1975 (USA)

"	"[<meta content=""R"" itemprop=""contentRating""/>]"	"
8.0/10 "	181,501	"
R
| 
                        2h 5min
                    
|
Crime, 
Drama
|
21 September 1975 (USA)

 "	tt0072890	"
                        2h 5min
                    "	Dog Day Afternoon (1975) 	252 user
232	567 critic	"2 October 2015 (USA)

"	"[<meta content=""PG-13"" itemprop=""contentRating""/>]"	"
8.1/10 "	461,550	"
PG-13
| 
                        2h 24min
                    
|
Adventure, 
Drama, 
Sci-Fi
|
2 October 2015 (USA)

 "	tt3659388	"
                        2h 24min
                    "	The Martian (2015) 	1,014 user
233	194 critic	"25 December 2002 (USA)

"	"[<meta content=""PG-13"" itemprop=""contentRating""/>]"	"
8.0/10 "	520,752	"
PG-13
| 
                        2h 21min
                    
|
Biography, 
Crime, 
Drama
|
25 December 2002 (USA)

 "	tt0264464	"
                        2h 21min
                    "	Catch Me If You Can (2002) 	666 user
234	104 critic	"12 December 2008 (China)

"	"[<meta content=""R"" itemprop=""contentRating""/>]"	"
8.1/10 "	166,694	"
R
| 
                        1h 46min
                    
|
Action, 
Biography, 
Drama
|
12 December 2008 (China)

 "	tt1220719	"
                        1h 46min
                    "	Yip Man (2008) 	152 user
235	452 critic	"25 December 2014 (USA)

"	"[<meta content=""PG-13"" itemprop=""contentRating""/>]"	"
8.1/10 "	461,217	"
PG-13
| 
                        1h 54min
                    
|
Biography, 
Drama, 
Thriller
|
25 December 2014 (USA)

 "	tt2084970	"
                        1h 54min
                    "	The Imitation Game (2014) 	607 user
236	271 critic	"9 July 2003 (USA)

"	"[<meta content=""PG-13"" itemprop=""contentRating""/>]"	"
8.1/10 "	805,195	"
PG-13
| 
                        2h 23min
                    
|
Action, 
Adventure, 
Fantasy
|
9 July 2003 (USA)

 "	tt0325980	"
                        2h 23min
                    "	Pirates of the Caribbean: The Curse of the Black Pearl (2003) 	2,109 user
237	373 critic	"10 August 2011 (USA)

"	"[<meta content=""PG-13"" itemprop=""contentRating""/>]"	"
8.1/10 "	317,033	"
PG-13
| 
                        2h 26min
                    
|
Drama
|
10 August 2011 (USA)

 "	tt1454029	"
                        2h 26min
                    "	The Help (2011) 	456 user
238	87 critic	"17 December 1982 (Sweden)

"	"[<meta content=""R"" itemprop=""contentRating""/>]"	"
8.1/10 "	43,058	"
R
| 
                        3h 8min
                    
|
Drama
|
17 December 1982 (Sweden)

 "	tt0083922	"
                        3h 8min
                    "	Fanny and Alexander (1982) 	108 user
239	653 critic	"1 August 2014 (USA)

"	"[<meta content=""PG-13"" itemprop=""contentRating""/>]"	"
8.1/10 "	674,422	"
PG-13
| 
                        2h 1min
                    
|
Action, 
Adventure, 
Sci-Fi
|
1 August 2014 (USA)

 "	tt2015381	"
                        2h 1min
                    "	Guardians of the Galaxy (2014) 	1,096 user
240	703 critic	"4 May 2012 (USA)

"	"[<meta content=""PG-13"" itemprop=""contentRating""/>]"	"
8.1/10 "	988,899	"
PG-13
| 
                        2h 23min
                    
|
Action, 
Adventure, 
Sci-Fi
|
4 May 2012 (USA)

 "	tt0848228	"
                        2h 23min
                    "	The Avengers (2012) 	1,717 user
241	122 critic	"18 January 1967 (USA)

"	"[<meta content=""R"" itemprop=""contentRating""/>]"	"
8.0/10 "	146,347	"
R
| 
                        1h 39min
                    
|
Action, 
Drama, 
Western
|
18 January 1967 (USA)

 "	tt0058461	"
                        1h 39min
                    "	A Fistful of Dollars (1964) 	235 user
242	138 critic	"2 August 1986 (Japan)

"	"[<meta content=""PG"" itemprop=""contentRating""/>]"	"
8.1/10 "	98,597	"
PG
| 
                        2h 5min
                    
|
Animation, 
Adventure, 
Family
|
2 August 1986 (Japan)

 "	tt0092067	"
                        2h 5min
                    "	Castle in the Sky (1986) 	175 user
243	477 critic	"25 December 2010 (USA)

"	"[<meta content=""R"" itemprop=""contentRating""/>]"	"
8.0/10 "	500,564	"
R
| 
                        1h 58min
                    
|
Biography, 
Drama, 
History
|
25 December 2010 (USA)

 "	tt1504320	"
                        1h 58min
                    "	The King's Speech (2010) 	632 user
244	102 critic	"2 September 1953 (USA)

"	"[<meta content=""NOT RATED"" itemprop=""contentRating""/>]"	"
8.1/10 "	100,071	"
Not Rated
| 
                        1h 58min
                    
|
Comedy, 
Romance
|
2 September 1953 (USA)

 "	tt0046250	"
                        1h 58min
                    "	Roman Holiday (1953) 	224 user
245	121 critic	"22 November 1961 (USA)

"	"[<meta content=""UNRATED"" itemprop=""contentRating""/>]"	"
8.1/10 "	31,533	"
Unrated
| 
                        1h 50min
                    
|
Drama
|
22 November 1961 (USA)

 "	tt0050613	"
                        1h 50min
                    "	Throne of Blood (1957) 	117 user
246	152 critic	"30 July 1952 (USA)

"	"[<meta content=""PG"" itemprop=""contentRating""/>]"	"
8.1/10 "	79,801	"
PG
| 
                        1h 25min
                    
|
Thriller, 
Western
|
30 July 1952 (USA)

 "	tt0044706	"
                        1h 25min
                    "	High Noon (1952) 	333 user
247	106 critic	"2 August 2012 (Singapore)

"	[]	"
8.3/10 "	44,798	"

                        5h 20min
                    
|
Action, 
Crime, 
Drama
|
2 August 2012 (Singapore)

 "	tt1954470	"
                        5h 20min
                    "	Gangs of Wasseypur (2012) 	163 user
248	180 critic	"22 November 1991 (USA)

"	"[<meta content=""G"" itemprop=""contentRating""/>]"	"
8.0/10 "	307,117	"
G
| 
                        1h 24min
                    
|
Animation, 
Family, 
Fantasy
|
22 November 1991 (USA)

 "	tt0101414	"
                        1h 24min
                    "	Beauty and the Beast (1991) 	341 user
249	208 critic	"9 March 2001 (USA)

"	"[<meta content=""PG"" itemprop=""contentRating""/>]"	"
8.1/10 "	75,253	"
PG
| 
                        1h 38min
                    
|
Drama, 
Romance
|
9 March 2001 (USA)

 "	tt0118694	"
                        1h 38min
                    "	In the Mood for Love (2000) 	349 user
